1.34831460674, 1, 44500, 3, 2, http://www.redfin.com/CA/Vallejo/603-San-Joaquin-Dr-94590/home/2611392
0.93023255814, 720, 21500, 2, 1, http://www.redfin.com/CA/Vacaville/30-Del-Rey-Dr-95687/home/52842241
0.888888888889, 1, 45000, 2, 2, http://www.redfin.com/CA/Santa-Rosa/188-Sequoia-Cir-95401/home/52513169
0.851063829787, 1, 47000, 2, 2, http://www.redfin.com/CA/Brentwood/3660-Walnut-Blvd-94513/unit-25/home/25707425
0.833333333333, 720, 24000, 2, 1, http://www.redfin.com/CA/Rohnert-Park/67-Circulo-Ylapa-94928/home/40297106
0.833333333333, 832, 12000, 1, 1, http://www.redfin.com/CA/Bay-Point/55-Pacifica-Ave-94565/unit-110/home/52548395
0.800800800801, 1, 49950, 2, 2, http://www.redfin.com/CA/Concord/2241-Dalis-Dr-94520/unit-CT6/home/40325787
0.8, 860, 25000, 2, 1, http://www.redfin.com/CA/Santa-Rosa/2305-Coachman-Ln-95404/unit-3/home/52776077
0.8, 800, 25000, 2, 1, http://www.redfin.com/CA/Santa-Rosa/332-Aileen-Ave-95407/home/40537355
0.607902735562, 642, 32900, 2, 1, http://www.redfin.com/CA/Sonoma/18715-Highway-12-95476/unit-3A/home/40536326
0.571428571429, 780, 35000, 2, 1, http://www.redfin.com/CA/Hayward/1200-W-Winton-Ave-94545/unit-122/home/52309433
0.555555555556, 480, 18000, 1, 1, http://www.redfin.com/CA/Concord/99-Laila-Ln-94518/home/1620496
0.444493832648, 712, 44995, 2, 1, http://www.redfin.com/CA/San-Jose/2150-Almaden-Rd-95125/unit-113/home/52265957
0.37037037037, 648, 27000, 1, 1, http://www.redfin.com/CA/Oakley/52-Oneida-St-94561/home/52619740
0.344827586207, 500, 29000, 1, 1, http://www.redfin.com/CA/Mountain-View/440-Moffett-Blvd-94043/unit-136/home/52616620
0.30303030303, 624, 33000, 1, 1, http://www.redfin.com/CA/San-Jose/2150-Monterey-Hwy-95112/unit-135/home/52806780
0.224744353298, 600, 44495, 1, 1, http://www.redfin.com/CA/San-Jose/2150-Almaden-Rd-95125/unit-249/home/928449
